Tweet,Sentiment
"RT @czeburashka: I don't know about you, but last 24hrs made me stand with Ukraine even more.",Negative
Russia Tried to Absorb a Ukrainian City. It Didn’t Work. https://t.co/e3jafFOigl,Negative
@davidsirota They'd rather spend the $ on a proxy war in the Ukraine. US Citizens will never take priority over what the MIC needs.,Negative
"@mikepompeo You people are so dysfunctional!
👇
""Not a penny more should be sent to Ukraine until a full detailed in… https://t.co/NYJI1bt2NT",Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",Positive
"RT @amanpour: Estonia’s PM @kajakallas has a message for NATO allies on supporting Ukraine: “Please, look to your storage, look to your war…",Negative
RT @fabushka_: Ukraine: mercilessly murders peaceful Polish farmers and destroys their tractor in an attempt to drag NATO into direct confr…,Positive
"@Breaking911 Use the word southern border instead of Ukraine, thank you",Negative
RT @NOELreports: Ukraine-Belarus border situation near #Rivne. Recently the Belarussian border committee reported that Ukraine had mined th…,Negative
"...the #ColdWar.

The missile that hit Poland appears to have been fired by Ukraine's #AirDefences rather than a Ru… https://t.co/6q5pe2ltZp",Negative
@lkmcfc99 @dubaigooners @indianhammers @SabjiHunter Do you think people of other countries who are supporting Ukrai… https://t.co/U7AuTZI8aA,Negative
"@Newsweek So Ukraine isn't a NATO member, u gonna article 5 them now?? 🤡",Negative
@TPostMillennial Fuck that. Stop funding Ukraine,Positive
"RT @Oxet64: Gruby the Cat knows whose fault it was! 😉🔊
🇵🇱🤝🇺🇦

#nafo #fellas #nafofellas #wearenafo #poland #ukraine #russia #war https://t.…",Negative
@MaxBlumenthal https://t.co/jJpsHDq8bL,Negative
"RT @Tendar: Every Russian family who got the death notice of a spouse, brother, father, son whatever got it only because Putin wanted to di…",Negative
"RT @Flash_news_ua: ⚡️Sweden announced an increase in the amount of military aid to Ukraine by four at once, – VBC. https://t.co/8uWuJY4jYv",Positive
@ClareMdotETH @RetiredMod @zerohedge I'm am your president. And yes it's Ukraine militia https://t.co/psuIPhVbup,Negative
RT @Dempz8: Turns out Ukraine bombed Poland 🤷‍♂️ and everyone sooooo quick to blame Russia 🤦‍♂️,Negative
"Putin On Right To Quit Grain Deal, Ukraine To Get Drone Killing Vampires +More | Russian Invasion
#NATO #Poland… https://t.co/pFi0c36brY",Negative
"RT @Nikolai11449196: UAV-kamikaze ""Lancet"" strikes the BM-21 ""Grad"" of the Armed Forces of Ukraine somewhere at the front. https://t.co/MsZ…",Negative
"RT @MarvinLara: Ukraine missles hit Poland? Just say it wasn't you 
#Ukraine #Poland #PolandMissileStrike https://t.co/hquGXfOqjw",Negative
"In Russia, it's beginning to look a lot like 1917 as thousands of Russian troops are fleeing Ukraine and bringing t… https://t.co/LyKlTz36Uv",Negative
"RT @EP_President: Good exchange with @CommonsSpeaker.

The European Union and United Kingdom face common challenges. On Russia's aggression…",Negative
"RT @bayraktar_1love: It is reported that a refinery plant in Russia, 170 km from the border with Ukraine, was attacked by a drone.
Link - h…",Negative
RT @jensstoltenberg: Important meeting of the #Ukraine Defense Contact Group hosted by 🇺🇸 @SecDef. #NATO Allies stand firm in supporting Uk…,Negative
"RT @KyivIndependent: ⚡️ Navy: Russia keeps over 100 Kalibr cruise missiles in Black, Caspian, Mediterranean seas.

According to Ukraine’s n…",Positive
"RT @macergifford: My Ukrainian Commander is on twitter! 🇺🇦 
Hes an absolute legend. Together we've been shot at, blown up, had death rides…",Negative
"RT @DefMon3Backup: Update 🧵November 16th

This presentation is brought to you the walking garment bag. 

Check my bio for further informati…",Negative
@tanjata66665499 @Dr_Derael @Molobeduu @Steve76652499 And yet you were asking why we were not intervening in the ot… https://t.co/WSptPftYdU,Negative
"RT @BMarchetich: This entire episode should be a reminder to everyone, including myself, not to jump to conclusions, not to assume what's p…",Negative
"RT @USAmbUN: Unfortunately, one of the greatest threats to our success – to maintain peace and security – is from within.

At the top of th…",Negative
@JackPosobiec After Ukraine shot missile into Poland. A false flag if I ever saw one!,Positive
@BourneKnight https://t.co/me6Cf6Ceep,Negative
"RT @DaxMorgan: So, if it was a Ukrainian S-300 missile that hit Poland and killed two of its citizens, does that now trigger an Article 5 r…",Positive
@ianbremmer You should ask Ukrainian people if they agree with you. You know the answer. ALL Ukrainian land belongs… https://t.co/HJgsXW1E0Z,Negative
@altynkyn @RADheadquarters @RoyalFamily Are you silly? „British monarchy“ for sure knows about him 😂 and again: Sov… https://t.co/Dxnksvql1Z,Negative
RT @defpriorities: Can the world’s most powerful countries set aside their short-term interests to address “planet-threatening problems lik…,Negative
"Less than a month left until our diff-in-diff workshop with Jeff Wooldridge (@jmwooldridge)!

Come learn all you ev… https://t.co/GVnrcXqU6t",Positive
@Seveerity Weren't the drones Taiwan was supplying to Ukraine equipped with those rotary drums?  Are these mods of those drones?,Negative
"RT @OKCityRyan: Here’s Ivanka, the woman I mentioned on the @MriyaReport today. 

https://t.co/35QPgvzbFa",Negative
"RT @Flash_news_ua: ⚡️The ""Ukrainian team"" handed over a Nissan X-Trail SUV and 10 quadcopters to the 72nd brigade of the Armed Forces of Uk…",Negative
RT @ChristopherJM: Zelensky told reporters that Ukraine would like Israeli air-defense systems and that he had discussed the matter recentl…,Negative
"RT @raywatts: @MattWalshBlog Biden is asking for $37 Billion for Ukraine, even AFTER the FTX scandal.  You can’t make this up. https://t.co…",Negative
@DebMcD007 @POTUS You forgot to add cost of living increase … border problems …. Leaving by Americans behind overse… https://t.co/1FKMEZTlsT,Positive
"RT @Blue_Sauron: Footage of Ukrainian SOF engaging a Russian patrol in Kreminna front, Luhansk Oblast.

#Russia #Ukraine https://t.co/hO0qk…",Negative
"RT @DickDelingpole: Russia hits Poland with missile: Act of war. 
Ukraine hits Poland with missile: Meh, it could happen to anyone.",Negative
@JayinKyiv @peterjukes Let’s hope all the mines are those left behind by the Russians Andy lifted by Ukraine. How wonderful that would be😊😊😊,Negative
"RT @SpainInTheUSA: President @sanchezcastejon met with @POTUS, European partners, and NATO allies today in Bali during the #G20Summit to di…",Negative
"@greg_price11 But first, $50B more for Ukraine.",Negative
"RT @Gerashchenko_en: If you think we will stop on Ukraine, think thrice. Ukraine is just a milestone in ensuring strategic security of Russ…",Negative
RT @aroundyuu: Ukraine https://t.co/plc7s6PtMX,Negative
Biden lost temper with Zelensky during phone call over Ukraine aid. … https://t.co/AAF7cQSLhj,Negative
@greg_price11 @GeorgeEliseo Even better zelensky wanted nato to Avenge Poland so should we attack Ukraine?,Negative
RT @DAlperovitch: Ukrainian intelligence estimates that three-quarters of the components of the Iranian drones downed in Ukraine are Americ…,Negative
"RT @AZgeopolitics: also monitoring the air situation on the border of western Ukraine with their radars. At the same time, NATO reconnaissa…",Negative
@mfa_russia @RusEmbSwe @antonioguterres @RussiaUN @RusMission_EU @mission_russian @RusEmbUSA @RusBotschaft… https://t.co/mPzPS7IeJT,Negative
@Ireland4Ukrain The video is fake is that what you are saying. It cost CNN and sky news it’s access in Ukraine. The… https://t.co/Wg2o5PIoZC,Positive
"RT @BorisJohnson: There is only one way forward, and that is for the West to continue to support the liberation of the Ukrainian people. In…",Negative
"RT @CliffMaloneyJr: Ukraine tried to lie the world into WWIII

Never forget this",Negative
"RT @AZgeopolitics: 🇵🇱 🇺🇦 🇺🇸 Polish President Andrzej Duda, responding to the proposal of the National Security Council of Ukraine to allow…",Negative
"RT @ukrainiansquad: 🇺🇦Winter will be so cold, but Ukrainian soldiers will continue to fight for Ukraine and for the world. Tell them your s…",Positive
"RT @DrSAMudd: But, according to our masters, US funded bio-labs in Ukraine are not a justification for Russia's limited SMO. 
The hypocrisy…",Positive
"RT @sunriseon7: 🚨 BREAKING NEWS 🚨
NATO says that the deadly Poland blast was likely caused by a Ukrainian air defence missile, however Ukra…",Positive
"RT @UKR_Report: 🇷🇺Dmitry Medvedev: ""If Ukraine's anti-aircraft missile hits the Capitol directly, would it be a 'betrayal' or a 'victory'?",Negative
"RT @ProudElephantUS: If Democrats LOVE Ukraine as much as it seems, maybe they should move there since it’s so great?",Negative
"RT @Barnes_Joe: Ukraine's president Zelensky is pushing back against Western suggestions, including those of the US and Nato, that a stray…",Negative
"RT @visegrad24: One thing is clear: this would not have happened without Russia’s horrific missile attacks against Ukraine. 

We continue t…",Positive
"RT @CanadianKitty1: 🇩🇪“It doesn’t matter to Germany whose rocket fell in Poland, in any case, Russia is to blame, because it attacked Ukrai…",Negative
#Ukraine is requesting “immediate access” to the site of the explosion in #Poland and says it is ready to provide “… https://t.co/xiXxM63yi5,Negative
@JoeBiden You’re certainly failing at a much higher rate … inflation is through the roof … our borders aren’t secur… https://t.co/f9vvguyBTu,Negative
RT @TimHansenisu: @WayneDupreeShow Should NATO strike Ukraine?  That was the answer yesterday by the warmongers when it was thought to be R…,Negative
"@DonaldJTrumpJr I know this is tough for you to understand with your face full of snow Jr., but Ukraine would not b… https://t.co/VlOpK2Ej6F",Positive
"RT @sophielouisecc: If tax rises are bought in tomorrow's statement. 

We must protest them greatly.

It is preposterous that a government…",Negative
@ricwe123 @mfa_russia @PolandMFA @mod_russia @RusEmbUSA @RussianEmbassy @EmbassyofRussia @Rusembegypt @Dpol_un… https://t.co/0MV7iaBQQD,Negative
"RT @PhillipsPOBrien: Milley--in comparison Ukraine has had success, after success, after success. Russia now attempting to regroup their fo…",Negative
"@RALee85 it's all broken, not worth taking back, maybe for parts,  useful to Ukraine.",Positive
@djuric_zlatko @ImAzael12648 @arvidnordstrom “Zelensky should apologize for for the failure of air defense. It’s ze… https://t.co/oVUbkrfCeu,Positive
.@pranjan12781: #Ukraine is astutely engaging in #lawfare to undermine the legitimacy of #Russia’s claims. #India c… https://t.co/0Bv32TyTYm,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",Positive
@stuma1988 @KyivIndependent What is so hard to understand that they shot down 73 of 100 mussles fired over ALL OF U… https://t.co/vr9IwcyByE,Positive
"@DonaldJTrumpJr That is a horrible thing to wish! Russia invaded Ukraine for no reason, and towns in Ukraine are be… https://t.co/mTIZkKFLaH",Positive
"We deserve to know! Audit Ukraine Now!
@TuckerCarlson 
@FoxNews https://t.co/7wwebgRVTX",Negative
@GlennJacobsTN @POTUS You pro-Putin types really hate that we are helping Ukraine stand up to Russia. Sorry Comrade… https://t.co/dohqWesxcw,Positive
RT @AZgeopolitics: 🇮🇹🇺🇦🇷🇺🇵🇱Russia must bear full responsibility for a missile strike inside the Polish border with Ukraine that killed two…,Negative
RT @Polak11konto: @tomselliott So ukraine killed two Poles and Poles should fight Russia? https://t.co/9MdlwEwq9c,Positive
"@JStarbux @BaddCompani with US backing of course, Can you show me the,Ukraine borders in 1400. 1600 1920 please.  G… https://t.co/z9wrDtbeJY",Negative
@Trudeaus_Ego The Ukraine is like Covid. It’s more important than anything else and anyone who harms Canadians in its name is a hero!,Negative
@TheGrayzoneNews @mattletiss7 @KitKlarenberg The whole Ukraine thing except for the fact Russia didn’t invade they… https://t.co/WVsdnUqJMl,Negative
@mhmck What are you still doing in Twitter tough guy? Just go to Ukraine and fight like a man. Warmonger weasel. Pa… https://t.co/ePDeyvoClA,Positive
"@TadeuszGiczan When Ukraine is done pushing the garbage over the border to the east, I say they turn their attentio… https://t.co/UQP7K9E4AD",Negative
RT @JDunlap1974: There should be an audit of every single penny that has been sent to Ukraine. The American people deserve to know exactly…,Positive
"RT @Kevin_Maguire: Rayner enjoyed battering Raab in #PMQs.

She switched deftly from stateswoman on Ukraine to the economy then street braw…",Negative
@kayr0112 @MMORPGNetwork @blackintheempir Story for the gods. Say that to Biden and Zelensky so that Biden will sen… https://t.co/NyRvI94KJO,Negative
"RT @NeilPHauer: Russia earlier this very week: ""we will not consider withdrawing from occupied Ukrainian territory."" 

How does anyone thin…",Negative
Shut this tool up. He will intentionally get us into a war!! Btw has anyone seen live war footage in Ukraine?… https://t.co/LidZuezsKr,Negative
"@RonPaul It is not just Ukraine.
Poland and the Baltic States wanted NATO to enact Article 5 for the missile attack… https://t.co/3lKjIeWaut",Negative
RT @Anerak: I will ask again. Maybe someone has more info now - why is there not a single spontaneous mobile phone shot or film of the 'war…,Negative
RT @Mike20172020: @TadeuszGiczan ALL of which has been done on Ukraine's side of the border.  We have every right to do what we want on OUR…,Negative
The Ukrainian government murdered two innocent Polish civilians yesterday. The Polish government plans on doing not… https://t.co/uNau6G23TT,Negative
RT @CitizenFreePres: MTG is calling an audit for every penny sent to Ukraine https://t.co/gOrDZCsXd4,Negative
@Connor__Knight @KyivIndependent Tell me what you know about the link between Ukraine and FTX. I’m curious.,Positive
Keep blaming trump for why the GOP doesn’t win elections when they’ve spent the last 2 years virtue signaling Ukrai… https://t.co/o56XUYzfEq,Negative
RT @Daark_web: 🔘The comments by the president of Ukraine on the missile strike in Poland demonstrated once again why his reckless &amp; immatur…,Negative
@Uwdreams Do you not know what happens when there is rampid gov't spending and handing and printing rediculous amou… https://t.co/4Pb5oFF8Jg,Negative
"@AertgeertsSam @Nimoltmenys @UAWeapons Funny how I've never seen these accounts claim ""Ukraine hit a decoy"" in 9 months...",Negative
"Arm #Ukraine better and faster unless we want these brutal, well-equipped gangsters on a European tour in 2023.

Pu… https://t.co/miMIBWOrmM",Positive
"RT @raging545: IMAGES from one of the Ukraine border crossing with Belarus that is being fortified with mines, ditches, gun emplacements, m…",Negative
@Richthetech86 @lexfridman Let’s make sure we are talking about the same potin/russia https://t.co/d8BY7gF3mn,Negative
@michaeldweiss Is there a chance the Americans are saying this to not piss Russia off when asked about Ukraine gett… https://t.co/Q8u4L3UMCV,Negative
RT @MailOnline: Stray missile that killed two in Poland IS 'highly likely' to have been fired by UKRAINE https://t.co/Z0IHAhBSBD https://t.…,Positive
"RT @GeromanAT: -&gt; 
the 3 days myth was created by General Mark Milley 

https://t.co/6IXw3iEtDB",Negative
"RT @PrisonPlanet: ""Preliminary assessments from US intelligence later suggesting the missile was fired by Ukrainian forces at an incoming R…",Negative
@RBReich Can't be Insurrection when the president  didn't engage in such. Peaceful protest. What you should be doin… https://t.co/fXkeLPsDVO,Negative
"RT @RepMontague: If Biden gets his latest request approved by Congress, we will have officially sent $120 billion to Ukraine.

Can you imag…",Negative
"RT @BadBalticTakes: We’ve gone from hearing:

“You’re insane for thinking Russia would invade Ukraine!”

To:

“Don’t worry. Russia’s full s…",Positive
"RT @SecGranholm: The devastation of war is heartless. Families torn apart, lives destroyed, homes demolished.

The U.S. + @ENERGY stand in…",Negative
RT @DeepBlueCrypto: Democrats are on the biggest financial fraud cases of their existence. The political contributions from stolen user fun…,Negative
"@TadeuszGiczan Last time I checked, all of them were in Ukraine territory, so he really doesn’t have much of a case",Negative
"RT @macergifford: If you want to follow my Commander for unique insights into the battle for the South of Ukraine, please do so!
If I get h…",Negative
"RT @GeeDawg55975157: @Exen is 100% transparent and brings cars into #Ukraine. without such cars it makes life alot harder for us. 

Send a…",Positive
"RT @McFaul: Working Group Paper #6: Why and How to Confiscate Russia’s Sovereign Assets to Help Rebuild Ukraine,

https://t.co/Tbbup0PcmB 3/",Negative
RT @business: The blast that killed two people in Poland near its eastern border put Ukraine’s air defenses under the spotlight https://t.c…,Positive
"RT @sarallana: 'Even when combat ends in Ukraine’s fields and towns, danger still lurks in the form of mines and unexploded ordnance. Ukrai…",Negative
"RT @GlobalActionPW: In UN Security Council on Ukraine, @AlMissionUN cites ""unprovoken aggression by Russia"" against another UN member, but…",Negative
"Despite indications that Russia did not fire the missile that caused a deadly explosion in Poland on Tuesday, Presi… https://t.co/gjChgKQjtj",Positive
"RT @PrisonPlanet: They blamed a potentially world war escalating missile attack on Russia, when Ukraine fired the missile, and we're all ju…",Negative
#bbcnews #Russia-#Ukraine war: #Poland missile strike reveals #Nato divisions. Responsibility for the missile strik… https://t.co/rIJQ8oObbn,Negative
RT @WarRoomBasement: Make no mistake folks: Ukraine needs $37 billion to update their missiles otherwise they could accidentally hit other…,Negative
Let's not forget that the #RINOS voted for NO OVERSIGHT on how this money  for #Ukraine is being spent.… https://t.co/0oFq5BwTGh,Negative
@Timgeorge78 @chienganu @POTUS Looks like it realy was ukraine,Negative
@RyanTheMush @mercedking @JohnJGaltrules @LPNational @POTUS #TaxpayerMoney #Ukraine #FTX #Democrat #MoneyLaundering https://t.co/XJ0XmqFBZv,Negative
You broke my balls!  We are no longer willing to indulge in your demands!  Isn't it just Ukraine?  How many billion… https://t.co/VAPzSTEPrj,Negative
"loving opinions and consensus to find the right answer, what do you think? do we need to change our strategy on… https://t.co/WFtrvjUtet",Negative
@ComicDaveSmith Article 5 against UKRAINE. End the war. They attacked a NATO country to try to trigger a nuclear war!,Negative
@NewsHour Well we're very lucky compared to most countries.  Just think of Ukraine during the holidays. And Iran I could go on and on.,Negative
"RT @DietmarPichler1: Isn't it sad to see how ""normal"" Russian missile strikes on Ukraine became, like if Ukrainians are only ""second class…",Positive
RT @USAmbUN: Welcomed meeting Kuwaiti Permanent Representative Tareq al-Banai today to discuss the strong U.S.-Kuwait bilateral partnership…,Negative
"@KellyHill1928 @ZoeTillman Like, Biden? Hunter's deals with China and Ukraine?",Negative
RT @News3LV: What started as a local Ukrainian child's request to make friends has now turned into a valley-wide event that aims to bring t…,Negative
"RT @UAWeapons: #Ukraine: Another Russian Lancet loitering munition hit a Ukrainian 5N63S engagement radar of the S-300PS SAM system.

But t…",Negative
RT @QuadedMCFC: @disclosetv So Ukraine did it...but somehow Russia did it 😂😂😂😂😂,Negative
"RT @EuromaidanPR: Poles today choose between shame or war.
But even if they choose shame, war will surely knock on their door.
Proven by hi…",Negative
RT @SecBlinken: Spoke with Ukrainian Foreign Minister @DmytroKuleba today after Russia’s missile storm took out more critical energy infras…,Negative
Why is Trudeau still funding the war in Ukraine should he be trying to stop it not giving away 500$ million to Ukraine again,Negative
RT @ltgrusselhonore: Time to give #Ukraine long range Missiles/ Drones / long range Air Defense Systems / please @SecDef @POTUS @VP @NATO @…,Positive
@Madheretic @mutantcrawfish @MarkAmesExiled telling Ukraine that we will support them does not make the US responsi… https://t.co/LRR2uTZ9zV,Negative
"RT @DefenceHQ: The illegal and unprovoked invasion of Ukraine is continuing. 

The map below is the latest Defence Intelligence update on t…",Negative
@RepMTG about. They aren’t Soviet block ones but still ones that usually stay neutral. We can’t leave now and Putin… https://t.co/R3s5Ql0iPt,Positive
"Poland, NATO say missile landing wasn’t Russian attack https://t.co/GMrVFHOQ7K via @starsandstripes",Negative
"RT @Flash_news_ua: ⚡️ The explosion in Poland was probably caused by a Ukrainian air defense missile, but Ukraine is not to blame, - NATO S…",Negative
RT @Jeffrey49035774: Ukraine shot on Russia... missed completely and hit 🎯 Poland...but I'm going to mind my own business. Just stop involv…,Negative
"RT @UKR_Report: #NEW AFTER ZELENSKY'S STATEMENT THAT ""THE MISSILE THAT FELL ON POLAND DOES NOT BELONG TO UKRAINE, I HAVE NO DOUBT"", A DIPLO…",Negative
@SuhaylBeginsel @Vaporisor @mfa_russia @mod_russia @NATO @StateDept @PolandMFA @rusemb_pl @RusEmbUSA… https://t.co/yZqFAcm54R,Negative
"RT @JamesBradleyCA: Ukraine bombed Poland and killed 2 people.

WITH AMERICAN WEAPONS.

If you voted Democrat or have the Ukrainian flag in…",Positive
"RT @ggreenwald: Don't worry: I'm sure these billions and weapons flying around DC and Ukraine are being meticulously accounted for.

That's…",Negative
RT @mhmck: On November 15th the Russian fascist invaders attacked Ukraine with 96 air and sea-launched cruise missiles. Air defence shot do…,Negative
RT @MaxBlumenthal: Dave Chappelle tried to compensate for telling uncomfortable truths about the US political system and antisemitism by co…,Positive
"@thatdayin1992 Its still Russias fault, they were the ones who sent hundreds of missiles, Ukraine did just intercep… https://t.co/nUyN9XTV9l",Negative
"RT @SwedishPM: Sweden is significantly increasing our support to Ukraine’s freedom, sovereignty and territorial integrity. Today we announc…",Negative
"They would turn on Ukraine before they turn this whole bitch into WW3, they know their out of this turning into com… https://t.co/bG7uJL1QDL",Negative
RT @denisemaghie50: Jelly Babies I bought last week we’re a quid and today £1.49! Is that the Russians fault? #Ukraine,Negative
"@Nudaveritas20 @draconic_amine @skinbc1 @NoMoreNATO 3rdly, Nazis in ukraine? do you mean those azov guys they captu… https://t.co/uGrSnuex6U",Positive
"RT @AndriyYermak: Crimea is Ukraine🇺🇦. It was, is and will be. Proved by the General Assembly 🇺🇳 https://t.co/It45IuoCrc",Negative
"RT @MichaelJElston: Although the investigation is ongoing, it now appears the missiles that killed 2 people in Poland were air defense miss…",Positive
"RT @g_morkert: The Ukraine war in fair and balanced terms. Example, in the 1800s Alaska was a US military district, after decades of back a…",Negative
@ComicDaveSmith Technically doesn't NATO need to declare war on Ukraine now? Article 5 says an attack against one i… https://t.co/SIdQWu8Rec,Negative
"@JennaEllisEsq Democrats laundered ""Defense Spending"" in the US backed war in Ukraine. Money is funneled back to De… https://t.co/n32DGuSj89",Negative
@IRanalyst @AlboMP They already admitted that it was Ukraine's surface-to-apartment missiles that hit Poland,Negative
@Nate_V5 @lesiavasylenko Maybe Article 4 for NATO enforced no fly zone in Western Ukraine?,Positive
"RT @Bounce_BackLoan: Hi @Jeremy_Hunt @RishiSunak as we are arming Ukraine, it's only fair you pay Poland £500 billion in compensation. Send…",Negative
‘Both Poland and the United States would have to agree to Ukraine taking part in the investigation into a missile t… https://t.co/vsyaEVUuog,Negative
RT @MadeInTheUSANJ: @RepMTG #NeverForget: U.S. House members who voted against holding Putin accountable for his genocide against Ukraine:…,Negative
"RT @Vastuullisuus: G20 summit deplores war in Ukraine 'in strongest terms'
https://t.co/U33y4YwHnp
#G20 #FinalDay #Emergency #Meeting #Pola…",Negative
@ukraine_map SU-57s really? I thought that these were stilll on developping stage? I am not sure how many they have… https://t.co/j6dXsC5Yts,Negative
"Telling comment by Andrew Boyd, head of CIA's Center for Cyber Intelligence: While discussing increasing role of cy… https://t.co/QWuSX1K3SV",Positive
RT @Flash_news_ua: The General Staff of the Armed Forces of Ukraine has recorded a video message to Russian soldiers urging them not to joi…,Negative
RT @SergiyKyslytsya: Security Council begins its meeting on Maintenance of peace &amp; security of Ukraine requested by Council’s members US &amp;…,Negative
"RT @KimDotcom: Must watch:
Does the US military leadership have enough of the US proxy war in Ukraine? Big development.
https://t.co/tyRWIV…",Positive
@DonaldJTrumpJr You're just mad cause  Is Ukraine wouldn't lie for your daddy,Positive
"RT @w_terrence: Joe Biden is asking Congress for over $37 billion in new emergency aid to Ukraine.

DONT SEND THEM A DAMN DIME!

This is mo…",Negative
Resurfaced Clip of Volodymyr Zelensky Dancing in High Heels Goes Viral https://t.co/2pkqc7777n,Negative
RT @SalohcinBirb: If WWIII starts everyone who has a Ukraine flag in their name or Bio should be the first to be drafted.,Negative
"RT @anneapplebaum: We don’t need to search for idealized “good Russians”—no savior will emerge to fix the country, not now and not ever. Bu…",Negative
"@Roman29365684 @gheliason Well, YOU ARE A. STINKING LIAR. I'm from across the river Tisza, my grandfather was born… https://t.co/iQBgZAyNdN",Negative
"RT @Kasparov63: It was clear in 2014 that Putin's invasion of Ukraine was a clear and present threat to NATO and NATO nations. Border, tran…",Negative
RT @Tendar: The Czech Parliament recognizes Russia as a terrorist state. #Czech #Ukraine #Russia,Negative
RT @LibertasExPugna: Mmhmm so Ukraine “accidentally” hits Poland &amp; immediately calls for NATO to attack Russia; plunging world into war… no…,Negative
"RT @thatdayin1992: ""There are no Nazis in Ukraine. That's just Putin's propaganda."" https://t.co/BtGIWRRouH",Positive
@jabuttee @KatrinaNation @washingtonpost ah that's why maté quote tweeted the article. Just spam the truth that ukr… https://t.co/6qm9QX10Nl,Negative
Ukraine Says Around 50 Russians Killed Or Injured In Shelling Attack https://t.co/x5Iw78W4Gk,Positive
"RT @KBoz3: “Learn #Ukrainian, otherwise the war will end, and the habit of killing #Russians will remain”

Such posters are hung by the #Na…",Negative
"@kust1983 Lower supply due to bad weather and land damages in Ukraine, and instability of the grain deal, which is… https://t.co/4yN98DYCXI",Positive
@1776TunTavern @CyrusTrav08 @Reuters Ukraine uses it still while Russia has S400 and S500,Negative
@blackintheempir Bur it would be better for him to allow  Ukraine to be invaded by a neighbouring imperialist state… https://t.co/bzdIvhysRY,Negative
@RepMTG Why don’t you go to Ukraine and count it yourself.,Negative
"RT @sumlenny: Russian missiles hit Polish Przewodow directly at the electricity power line which connects the EU with Ukraine, close to Dob…",Negative
"Today, @jensstoltenberg claimed that it is still #Russia that bears the responsibility for what happened in #Poland… https://t.co/4L1FTyypri",Negative
"RT @GlobalActionPW: In UN Security Council on Ukraine, @AlMissionUN notes that it has been 9 months since the beginning of the war, time to…",Negative
"@Faytuks someone's lying here and I highly doubt it's the ZSU personally.
s300s are lobbed at Ukraine routinely by… https://t.co/UJ2JzIg1wC",Negative
"RT @Gerashchenko_en: Russia started the war.

Energy wars,
Hunger wars,
Cyber wars,
Genocide,
Millions of refugees,
Environmental crisis,
P…",Negative
"Rep. Marjorie Taylor Greene: 

""We must stop letting Zelensky demand money &amp; weapons from US taxpayers while he is… https://t.co/NF1moSaTU0",Negative
"RT @UAWeapons: #Ukraine: A Russian BMD-4M airborne infantry fighting vehicle was destroyed by the Ukrainian army in Ishchenka, #Kherson Obl…",Negative
"@MechanicznaC @humanitarmakt @MriyaReport Ukraine had their chance in last December, January, March, then they ruin… https://t.co/2E8ZYYlk8H",Negative
"RT @markito0171: Yesterday 🇷🇺#Russia launched 96 Cruise Missiles on 🇺🇦#Ukraine -worth nearly $1 billion 
(70-80% of them were shot down by…",Negative
"RT @NOELreports: ""Meanwhile, the United States, the Netherlands and the Czech Republic are working together to provide Ukraine with 90 refu…",Negative
"RT @TonyMurega: Ukraine fires missiles into Poland &amp; then, president Zelenskyy points at Russia.

Well, Zelenskyy is playing crazy moves he…",Positive
"RT @ErdmuteD: Tomorrow Jeremy Hunt will tell the Nation that Britain's 11% inflation is GLOBAL,it's covid it's Ukraine. NO that's a massive…",Negative
RT @mhmck: The Russian terrorist state is solely responsible for a massive missile attack on civilians and civilian infrastructure in Ukrai…,Negative
"RT @thebradfordfile: LOL. Instead of paying off student loans, Biden is going to launder another $40 billion thru Ukraine.",Negative
Bob Duff wants to attack Ukraine! https://t.co/TnNjANwxtj,Negative
"@FIFAWorldCup @XS_11official @nati_sfv_asf @TeamMelliIran Islamic republic is abducting women, who are banned from… https://t.co/KcANIKM8HI",Negative
"RT @bennyjohnson: So incredibly irresponsible. 

https://t.co/PT0K6wUB7s",Negative
RT @birrion: Turns out the missile was from Ukraine. Yet Russia was blamed immediately by the capitalist press. Just another day pushing fo…,Negative
"RT @GlobalActionPW: In UN Security Council on Ukraine, @USAmbUN notes the importance of ensuring security such that Ukraine farmers can pla…",Negative
"@BarradellRich90 @ZelenskyyUa What about the Donbass region that Ukraine bombed for eight years?

What about their… https://t.co/HsfAi3Uke5",Negative
"@RepMTG Dear Republicans, can you please sit MT(not Greene) down and explain how the government works? That Ukraine… https://t.co/JheP1I1qPw",Positive
@JennyCafarella I think that Ukraine must love @JennyCafarella  because if this is their eternal goal to resist unt… https://t.co/NPU8NLrLB1,Negative
"End of Ukraine
People says truth👍️ https://t.co/RFTfjWdi7O",Negative
RT @LorenzoTheCat: See what a little love can do. That guy looks like my cousin. Glory to Ukraine! 💙💛,Negative
"‘#OleksiyDanilov, Secretary of the National Security and Defence Council of Ukraine, said Ukraine wanted a joint st… https://t.co/lmZoGhjx6D",Negative
RT @NOELreports: This was stated by US Defense Minister Lloyd Austin at the opening of the seventh meeting of the Contact Group on Defense…,Negative
"RT @BravaPt: @jensstoltenberg @SecDef ""russia must stop the war"" but doesn't.Yesterday, while peace was discussed in G20 (-1), Ukraine suff…",Negative
Russian military claims air defenses downing missiles and rockets Kherson Ukraine https://t.co/Ejx67Vz388,Positive
